,Layer Name,Input Feature Map Location,Input upsampling ratio,Input channels,Input rows,Input columns,Input bytes,Output Feature Map Location,Output down sampling location,Output channels,Output rows,Output columns,Output bytes,Filter co-efficient Location,Filter upsampling ratio,Filter grouping,Filter rows,Filter columns,Filter bytes,Input feature map movement time,Filter co-efficient movement time,Output feature map data movement time,Total data movement time,Matrix compute time,Vector compute time,Total compute time,Serial total time,Parallel total time
207,activation_110,1,1,192,11,29,61248,1,1,192,11,29,61248,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.914e-06,1.914e-06,1.914e-06,1.914e-06
208,activation_115,1,1,192,11,29,61248,1,1,192,11,29,61248,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.914e-06,1.914e-06,1.914e-06,1.914e-06
209,conv2d_62,1,1,192,11,29,61248,1,1,192,17,23,75072,0,1,192,1,7,258048,0.0,2.58048e-05,0,2.58048e-05,8.0388e-05,0.0,8.0388e-05,0.0001061928,8.0388e-05
210,conv2d_67,1,1,192,11,29,61248,1,1,192,5,35,33600,0,1,192,7,1,258048,0.0,2.58048e-05,0,2.58048e-05,8.0388e-05,0.0,8.0388e-05,0.0001061928,8.0388e-05
211,batch_normalization_62,1,1,192,17,23,75072,1,1,192,17,23,75072,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.346e-06,2.346e-06,2.346e-06,2.346e-06
212,batch_normalization_67,1,1,192,5,35,33600,1,1,192,5,35,33600,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.05e-06,1.05e-06,1.05e-06,1.05e-06
213,activation_111,1,1,192,17,23,75072,1,1,192,17,23,75072,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.346e-06,2.346e-06,2.346e-06,2.346e-06
214,activation_116,1,1,192,5,35,33600,1,1,192,5,35,33600,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.05e-06,1.05e-06,1.05e-06,1.05e-06
215,average_pooling2d_6,1,1,768,11,29,244992,1,1,192,9,33,57024,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,7.656e-06,7.656e-06,7.656e-06,7.656e-06
216,conv2d_60,1,1,768,11,29,244992,1,1,192,11,29,61248,0,1,192,1,1,147456,0.0,1.47456e-05,0,1.47456e-05,4.5936e-05,0.0,4.5936e-05,6.06816e-05,4.5936e-05
217,conv2d_63,1,1,192,17,23,75072,1,1,192,11,29,61248,0,1,192,7,1,258048,0.0,2.58048e-05,0,2.58048e-05,9.8532e-05,0.0,9.8532e-05,0.0001243368,9.8532e-05
218,conv2d_68,1,1,192,5,35,33600,1,1,192,11,29,61248,0,1,192,1,7,258048,0.0,2.58048e-05,0,2.58048e-05,4.41e-05,0.0,4.41e-05,6.99048e-05,4.41e-05
219,conv2d_69,1,1,192,9,33,57024,1,1,192,9,33,57024,0,1,192,1,1,36864,0.0,3.6864e-06,0,3.6864e-06,1.0692e-05,0.0,1.0692e-05,1.4378400000000001e-05,1.0692e-05
220,batch_normalization_60,1,1,192,11,29,61248,1,1,192,11,29,61248,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.914e-06,1.914e-06,1.914e-06,1.914e-06
221,batch_normalization_63,1,1,192,11,29,61248,1,1,192,11,29,61248,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.914e-06,1.914e-06,1.914e-06,1.914e-06
222,batch_normalization_68,1,1,192,11,29,61248,1,1,192,11,29,61248,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.914e-06,1.914e-06,1.914e-06,1.914e-06
223,batch_normalization_69,1,1,192,9,33,57024,1,1,192,9,33,57024,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.782e-06,1.782e-06,1.782e-06,1.782e-06
224,activation_109,1,1,192,11,29,61248,1,1,192,11,29,61248,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.914e-06,1.914e-06,1.914e-06,1.914e-06
225,activation_112,1,1,192,11,29,61248,1,1,192,11,29,61248,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.914e-06,1.914e-06,1.914e-06,1.914e-06
226,activation_117,1,1,192,11,29,61248,1,1,192,11,29,61248,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.914e-06,1.914e-06,1.914e-06,1.914e-06
227,activation_118,1,1,192,9,33,57024,1,1,192,9,33,57024,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.782e-06,1.782e-06,1.782e-06,1.782e-06
228,mixed7,1,1,192,9,33,240768,1,1,768,9,33,228096,0,0,0,0,0,0,1.83744e-05,0.0,0,1.83744e-05,0.0,0.0,0.0,1.83744e-05,1.83744e-05
229,conv2d_72,1,1,768,9,33,228096,1,1,192,9,33,57024,0,1,192,1,1,147456,0.0,1.47456e-05,0,1.47456e-05,4.2768e-05,0.0,4.2768e-05,5.7513600000000004e-05,4.2768e-05
230,batch_normalization_72,1,1,192,9,33,57024,1,1,192,9,33,57024,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.782e-06,1.782e-06,1.782e-06,1.782e-06
231,activation_121,1,1,192,9,33,57024,1,1,192,9,33,57024,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.782e-06,1.782e-06,1.782e-06,1.782e-06
232,conv2d_73,1,1,192,9,33,57024,1,1,192,15,27,77760,0,1,192,1,7,258048,0.0,2.58048e-05,0,2.58048e-05,7.4844e-05,0.0,7.4844e-05,0.0001006488,7.4844e-05
233,batch_normalization_73,1,1,192,15,27,77760,1,1,192,15,27,77760,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.43e-06,2.43e-06,2.43e-06,2.43e-06
234,activation_122,1,1,192,15,27,77760,1,1,192,15,27,77760,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.43e-06,2.43e-06,2.43e-06,2.43e-06
235,conv2d_70,1,1,768,9,33,228096,1,1,192,9,33,57024,0,1,192,1,1,147456,0.0,1.47456e-05,0,1.47456e-05,4.2768e-05,0.0,4.2768e-05,5.7513600000000004e-05,4.2768e-05
236,conv2d_74,1,1,192,15,27,77760,1,1,192,9,33,57024,0,1,192,7,1,258048,0.0,2.58048e-05,0,2.58048e-05,0.00010206,0.0,0.00010206,0.0001278648,0.00010206
237,batch_normalization_70,1,1,192,9,33,57024,1,1,192,9,33,57024,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.782e-06,1.782e-06,1.782e-06,1.782e-06
238,batch_normalization_74,1,1,192,9,33,57024,1,1,192,9,33,57024,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.782e-06,1.782e-06,1.782e-06,1.782e-06
239,activation_119,1,1,192,9,33,57024,1,1,192,9,33,57024,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.782e-06,1.782e-06,1.782e-06,1.782e-06
240,activation_123,1,1,192,9,33,57024,1,1,192,9,33,57024,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.782e-06,1.782e-06,1.782e-06,1.782e-06
241,conv2d_71,1,1,192,9,33,57024,1,2,320,4,16,20480,0,1,320,3,3,552960,0.0,5.5296e-05,0,5.5296e-05,3.456e-05,0.0,3.456e-05,8.9856e-05,5.5296e-05
242,conv2d_75,1,1,192,9,33,57024,1,2,192,4,16,12288,0,1,192,3,3,331776,0.0,3.31776e-05,0,3.31776e-05,2.0736e-05,0.0,2.0736e-05,5.39136e-05,3.31776e-05
243,batch_normalization_71,1,1,320,4,16,20480,1,1,320,4,16,20480,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,6.4e-07,6.4e-07,6.4e-07,6.4e-07
244,batch_normalization_75,1,1,192,4,16,12288,1,1,192,4,16,12288,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.84e-07,3.84e-07,3.84e-07,3.84e-07
245,activation_120,1,1,320,4,16,20480,1,1,320,4,16,20480,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,6.4e-07,6.4e-07,6.4e-07,6.4e-07
246,activation_124,1,1,192,4,16,12288,1,1,192,4,16,12288,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.84e-07,3.84e-07,3.84e-07,3.84e-07
247,max_pooling2d_4,1,1,768,9,33,228096,1,2,192,4,16,12288,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,7.128e-06,7.128e-06,7.128e-06,7.128e-06
248,mixed8,1,1,192,4,16,45056,1,1,704,4,16,45056,0,0,0,0,0,0,3.2768e-06,0.0,0,3.2768e-06,0.0,0.0,0.0,3.2768e-06,3.2768e-06
249,conv2d_80,1,1,704,4,16,45056,1,1,448,4,16,28672,0,1,448,1,1,315392,0.0,3.15392e-05,0,3.15392e-05,1.9712e-05,0.0,1.9712e-05,5.12512e-05,3.15392e-05
250,batch_normalization_80,1,1,448,4,16,28672,1,1,448,4,16,28672,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,8.96e-07,8.96e-07,8.96e-07,8.96e-07
251,activation_129,1,1,448,4,16,28672,1,1,448,4,16,28672,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,8.96e-07,8.96e-07,8.96e-07,8.96e-07
252,conv2d_77,1,1,704,4,16,45056,1,1,384,4,16,24576,0,1,384,1,1,270336,0.0,2.70336e-05,0,2.70336e-05,1.6896e-05,0.0,1.6896e-05,4.39296e-05,2.70336e-05
253,conv2d_81,1,1,448,4,16,28672,1,1,384,4,16,24576,0,1,384,3,3,1548288,0.0,0.0001548288,0,0.0001548288,9.6768e-05,0.0,9.6768e-05,0.00025159680000000004,0.0001548288
254,batch_normalization_77,1,1,384,4,16,24576,1,1,384,4,16,24576,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,7.68e-07,7.68e-07,7.68e-07,7.68e-07
255,batch_normalization_81,1,1,384,4,16,24576,1,1,384,4,16,24576,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,7.68e-07,7.68e-07,7.68e-07,7.68e-07
256,activation_126,1,1,384,4,16,24576,1,1,384,4,16,24576,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,7.68e-07,7.68e-07,7.68e-07,7.68e-07
257,activation_130,1,1,384,4,16,24576,1,1,384,4,16,24576,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,7.68e-07,7.68e-07,7.68e-07,7.68e-07
258,conv2d_78,1,1,384,4,16,24576,1,1,384,6,14,32256,0,1,384,1,3,442368,0.0,4.42368e-05,0,4.42368e-05,2.7648e-05,0.0,2.7648e-05,7.18848e-05,4.42368e-05
259,conv2d_79,1,1,384,4,16,24576,1,1,384,2,18,13824,0,1,384,3,1,442368,0.0,4.42368e-05,0,4.42368e-05,2.7648e-05,0.0,2.7648e-05,7.18848e-05,4.42368e-05
260,conv2d_82,1,1,384,4,16,24576,1,1,384,6,14,32256,0,1,384,1,3,442368,0.0,4.42368e-05,0,4.42368e-05,2.7648e-05,0.0,2.7648e-05,7.18848e-05,4.42368e-05
261,conv2d_83,1,1,384,4,16,24576,1,1,384,2,18,13824,0,1,384,3,1,442368,0.0,4.42368e-05,0,4.42368e-05,2.7648e-05,0.0,2.7648e-05,7.18848e-05,4.42368e-05
262,average_pooling2d_7,1,1,704,4,16,45056,1,1,384,2,16,12288,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.408e-06,1.408e-06,1.408e-06,1.408e-06
263,conv2d_76,1,1,704,4,16,45056,1,1,320,4,16,20480,0,1,320,1,1,225280,0.0,2.2528e-05,0,2.2528e-05,1.408e-05,0.0,1.408e-05,3.6608e-05,2.2528e-05
264,batch_normalization_78,1,1,384,6,14,32256,1,1,384,6,14,32256,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.008e-06,1.008e-06,1.008e-06,1.008e-06
265,batch_normalization_79,1,1,384,2,18,13824,1,1,384,2,18,13824,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,4.32e-07,4.32e-07,4.32e-07,4.32e-07
266,batch_normalization_82,1,1,384,6,14,32256,1,1,384,6,14,32256,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.008e-06,1.008e-06,1.008e-06,1.008e-06
267,batch_normalization_83,1,1,384,2,18,13824,1,1,384,2,18,13824,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,4.32e-07,4.32e-07,4.32e-07,4.32e-07
268,conv2d_84,1,1,384,2,16,12288,1,1,192,2,16,6144,0,1,192,1,1,73728,0.0,7.3728e-06,0,7.3728e-06,2.304e-06,0.0,2.304e-06,9.6768e-06,7.3728e-06
269,batch_normalization_76,1,1,320,4,16,20480,1,1,320,4,16,20480,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,6.4e-07,6.4e-07,6.4e-07,6.4e-07
270,activation_127,1,1,384,6,14,32256,1,1,384,6,14,32256,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.008e-06,1.008e-06,1.008e-06,1.008e-06
271,activation_128,1,1,384,2,18,13824,1,1,384,2,18,13824,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,4.32e-07,4.32e-07,4.32e-07,4.32e-07
272,activation_131,1,1,384,6,14,32256,1,1,384,6,14,32256,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.008e-06,1.008e-06,1.008e-06,1.008e-06
273,activation_132,1,1,384,2,18,13824,1,1,384,2,18,13824,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,4.32e-07,4.32e-07,4.32e-07,4.32e-07
274,batch_normalization_84,1,1,192,2,16,6144,1,1,192,2,16,6144,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.92e-07,1.92e-07,1.92e-07,1.92e-07
275,activation_125,1,1,320,4,16,20480,1,1,320,4,16,20480,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,6.4e-07,6.4e-07,6.4e-07,6.4e-07
276,mixed9_0,1,1,384,2,18,46080,1,1,768,2,18,27648,0,0,0,0,0,0,3.2256e-06,0.0,0,3.2256e-06,0.0,0.0,0.0,3.2256e-06,3.2256e-06
277,concatenate,1,1,384,2,18,46080,1,1,768,2,18,27648,0,0,0,0,0,0,3.2256e-06,0.0,0,3.2256e-06,0.0,0.0,0.0,3.2256e-06,3.2256e-06
278,activation_133,1,1,192,2,16,6144,1,1,192,2,16,6144,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.92e-07,1.92e-07,1.92e-07,1.92e-07
279,mixed9,1,1,192,2,16,81920,1,1,2048,2,16,65536,0,0,0,0,0,0,7.5776e-06,0.0,0,7.5776e-06,0.0,0.0,0.0,7.5776e-06,7.5776e-06
280,conv2d_89,1,1,2048,2,16,65536,1,1,448,2,16,14336,0,1,448,1,1,917504,0.0,9.17504e-05,0,9.17504e-05,2.8672e-05,0.0,2.8672e-05,0.0001204224,9.17504e-05
281,batch_normalization_89,1,1,448,2,16,14336,1,1,448,2,16,14336,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,4.48e-07,4.48e-07,4.48e-07,4.48e-07
282,activation_138,1,1,448,2,16,14336,1,1,448,2,16,14336,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,4.48e-07,4.48e-07,4.48e-07,4.48e-07
283,conv2d_86,1,1,2048,2,16,65536,1,1,384,2,16,12288,0,1,384,1,1,786432,0.0,7.86432e-05,0,7.86432e-05,2.4576e-05,0.0,2.4576e-05,0.0001032192,7.86432e-05
284,conv2d_90,1,1,448,2,16,14336,1,1,384,2,16,12288,0,1,384,3,3,1548288,0.0,0.0001548288,0,0.0001548288,4.8384e-05,0.0,4.8384e-05,0.0002032128,0.0001548288
285,batch_normalization_86,1,1,384,2,16,12288,1,1,384,2,16,12288,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.84e-07,3.84e-07,3.84e-07,3.84e-07
286,batch_normalization_90,1,1,384,2,16,12288,1,1,384,2,16,12288,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.84e-07,3.84e-07,3.84e-07,3.84e-07
287,activation_135,1,1,384,2,16,12288,1,1,384,2,16,12288,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.84e-07,3.84e-07,3.84e-07,3.84e-07
288,activation_139,1,1,384,2,16,12288,1,1,384,2,16,12288,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.84e-07,3.84e-07,3.84e-07,3.84e-07
289,conv2d_87,1,1,384,2,16,12288,1,1,384,4,14,21504,0,1,384,1,3,442368,0.0,4.42368e-05,0,4.42368e-05,1.3824e-05,0.0,1.3824e-05,5.8060800000000005e-05,4.42368e-05
290,conv2d_88,1,1,384,2,16,12288,1,1,384,0,18,0,0,1,384,3,1,442368,0.0,4.42368e-05,0,4.42368e-05,1.3824e-05,0.0,1.3824e-05,5.8060800000000005e-05,4.42368e-05
291,conv2d_91,1,1,384,2,16,12288,1,1,384,4,14,21504,0,1,384,1,3,442368,0.0,4.42368e-05,0,4.42368e-05,1.3824e-05,0.0,1.3824e-05,5.8060800000000005e-05,4.42368e-05
292,conv2d_92,1,1,384,2,16,12288,1,1,384,0,18,0,0,1,384,3,1,442368,0.0,4.42368e-05,0,4.42368e-05,1.3824e-05,0.0,1.3824e-05,5.8060800000000005e-05,4.42368e-05
293,average_pooling2d_8,1,1,2048,2,16,65536,1,1,384,0,16,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.048e-06,2.048e-06,2.048e-06,2.048e-06
294,conv2d_85,1,1,2048,2,16,65536,1,1,320,2,16,10240,0,1,320,1,1,655360,0.0,6.5536e-05,0,6.5536e-05,2.048e-05,0.0,2.048e-05,8.601600000000001e-05,6.5536e-05
295,batch_normalization_87,1,1,384,4,14,21504,1,1,384,4,14,21504,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,6.72e-07,6.72e-07,6.72e-07,6.72e-07
296,batch_normalization_88,1,1,384,0,18,0,1,1,384,0,18,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
297,batch_normalization_91,1,1,384,4,14,21504,1,1,384,4,14,21504,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,6.72e-07,6.72e-07,6.72e-07,6.72e-07
298,batch_normalization_92,1,1,384,0,18,0,1,1,384,0,18,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
299,conv2d_93,1,1,384,0,16,0,1,1,192,0,16,0,0,1,192,1,1,73728,0.0,7.3728e-06,0,7.3728e-06,0.0,0.0,0.0,7.3728e-06,7.3728e-06
300,batch_normalization_85,1,1,320,2,16,10240,1,1,320,2,16,10240,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.2e-07,3.2e-07,3.2e-07,3.2e-07
301,activation_136,1,1,384,4,14,21504,1,1,384,4,14,21504,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,6.72e-07,6.72e-07,6.72e-07,6.72e-07
302,activation_137,1,1,384,0,18,0,1,1,384,0,18,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
303,activation_140,1,1,384,4,14,21504,1,1,384,4,14,21504,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,6.72e-07,6.72e-07,6.72e-07,6.72e-07
304,activation_141,1,1,384,0,18,0,1,1,384,0,18,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
305,batch_normalization_93,1,1,192,0,16,0,1,1,192,0,16,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
306,activation_134,1,1,320,2,16,10240,1,1,320,2,16,10240,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.2e-07,3.2e-07,3.2e-07,3.2e-07
307,mixed9_1,1,1,384,0,18,21504,1,1,768,0,18,0,0,0,0,0,0,0,2.1504e-06,0.0,0,2.1504e-06,0.0,0.0,0.0,2.1504e-06,2.1504e-06
308,concatenate_1,1,1,384,0,18,21504,1,1,768,0,18,0,0,0,0,0,0,0,2.1504e-06,0.0,0,2.1504e-06,0.0,0.0,0.0,2.1504e-06,2.1504e-06
309,activation_142,1,1,192,0,16,0,1,1,192,0,16,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
310,mixed10,1,1,192,0,16,10240,1,1,2048,0,16,0,0,0,0,0,0,0,1.024e-06,0.0,0,1.024e-06,0.0,0.0,0.0,1.024e-06,1.024e-06
311,avg_pool,1,0,2048,0,16,0,1,1,2048,1,1,2048,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
312,predictions,1,1,2048,1,1,2048,1,1,1000,1,1,1000,0,0,0,0,0,0,0.0,0.0,0,0.0,2.064e-06,0.0,2.064e-06,2.064e-06,2.064e-06






Total Input feature map movement time = 0.22 ms
Total Filter co-efficient movement time = 2.00 ms
Total Output feature map data movement time = 0.00 ms
Total data movement time of network = 2.22 ms
Total Matrix compute time = 5.19 ms
Total Vector compute time = 0.71 ms
Total compute time of network = 5.90 ms
Total Serial total time = 8.12 ms
Total Parallel total time = 6.71 ms
